text,sentiment_label,sentiment_score,binary_label
dogsusdt entry target target bitcoin crypto btc eth altcoin trading signal copytrading cryptosignal dogs dogs qatar uae dubai kuwait,NEGATIVE,0.9942447543144226,0
friday giveaway win sol people participate follow share post tag friends winners announced hours dont miss good luck fridaygiveaway crypto flashgiveaway freemoney solana,POSITIVE,0.7316450476646423,1
lets goo wild binance crypto memecoin jhope,NEGATIVE,0.9963326454162598,0
spxusdt entry target target target target bitcoin crypto btc eth altcoin trading signal copytrading cryptosignal spx spx qatar uae dubai kuwait,NEGATIVE,0.9877070784568787,0
eigen crypto pinetwork eth altcoin trading signal xau investing gold copytrading join free telegram community,NEGATIVE,0.9864485859870911,0
new bitwise ceo predicts btc rise year could gamechangerlets see excited bitcoin crypto,NEGATIVE,0.8266775012016296,0
silo v live tvl unlock riskisolated lending markets enhanced flexibility security yield optimization future decentralized lending defi crypto lending web,POSITIVE,0.6837529540061951,1
back drop sol address follow rt like sol hours crypto solana,NEGATIVE,0.9902999401092529,0
meusdt entry target target bitcoin crypto btc eth altcoin trading signal copytrading cryptosignal qatar uae dubai kuwait,NEGATIVE,0.9948030114173889,0
ethusdt entry target target target bitcoin crypto btc eth altcoin trading signal copytrading cryptosignal eth qatar uae dubai kuwait,NEGATIVE,0.9923043847084045,0
sol thanks unrug almost getting first big airdrop memecoin crypto unrugged,NEGATIVE,0.6316370964050293,0
new bsc token alert n contract xdfdfbdaedcbddd fast trading price personal queries bsc crypto n,NEGATIVE,0.9952839016914368,0
spent day debugging simple function turns forgot semicolon crypto portfolio better coding skills today programmerlife crypto facepalm semicolonwars,NEGATIVE,0.9989951252937317,0
kavausdt entry target target target target target target bitcoin crypto btc eth altcoin trading signal copytrading cryptosignal kava kava qatar uae dubai kuwait,NEGATIVE,0.9904346466064453,0
fraud alert platforms like bitzep bitoxis floatswap westlicks bitowex zcashtrades stealing funds withdrawal issues dm recovery help crypto scam cryptoscam scamalert blofin dexozer macord dexini twyae fzerfox,NEGATIVE,0.9980252981185913,0
ethereum alert massive move loading eth bulls bears fierce showdown eth smash liftoff break next move could huge ethereum eth crypto trading investing cryptonews profithunters altcoins web nft,NEGATIVE,0.9896217584609985,0
vibes x puppets ai x crypto daily big airdrop rewards usdt follow like rt tag friends complete taskon rewardstaskonxyzquest event ends march distribution march airdrops crypto solana btc,NEGATIVE,0.5431168675422668,0
lumi vault x crypto daily big airdrop rewards usdt follow like tag friends complete taskon taskonxyzquest event ends march distribution march airdrops bitcoin binance crypto solana btc,NEGATIVE,0.971726655960083,0
sol major sol holder unlocked tokens worth million year inactivity still loss crypto blockchain news,NEGATIVE,0.9964765906333923,0
xrp xlm classified stablecoins regulations coming planned framework unfolding exactly expected stay ahead crypto stablecoins xrp xlm,NEGATIVE,0.972434401512146,0
xrp grabs join revolution brad garlinghouse ripple crypto rlusd sec eth sui crypto avax xrpholders trx,NEGATIVE,0.9775789380073547,0
rezor next hottest crypto,POSITIVE,0.7931872606277466,1
stay active get rewarded turn daily steps real rewards beemove time move smarter fitnessapp beemove earnwhileyoumove crypto,POSITIVE,0.9988284707069397,1
new commissioner kicks first ever crypto industry roundtable happening sec hq washington dc,POSITIVE,0.9947799444198608,1
paparazzi tokencoming soon blog posts mint nfts nfts key unlocking exclusive content chat realtime connect everyone nft knowledge value earnings web nft paparazzitoken blockchain crypto,NEGATIVE,0.9827532768249512,0
one round applause onward upward cheers future xrparmy time lock xrp xrpcommunity xrpholders xrpl ripple crypto,POSITIVE,0.9905380010604858,1
lets goo wild binance crypto memecoin jhope,NEGATIVE,0.9963326454162598,0
sec confirms bitcoin crypto mining violate securities laws monexisorg crypto sol eth btc,NEGATIVE,0.9919558763504028,0
bmtusdt short entry target target target target target bitcoin crypto btc eth altcoin trading signal copytrading cryptosignal bmt bmt qatar uae dubai kuwait,NEGATIVE,0.9946520328521729,0
tag favourite crypto gems,POSITIVE,0.9958561062812805,1
stonfi grant program welcoming new innovators stonfiers grant program continues fuel future web providing visionary projects driving product development join stonfi today dive thread zelena crypto,POSITIVE,0.9940621256828308,1
sol крупный держатель sol разблокировал токен стоимостью млн после года бездействия но все еще остается в убытке на сумму свыше crypto blockchain news,NEGATIVE,0.8658163547515869,0
epicusdt short entry target target target target bitcoin crypto btc eth altcoin trading signal copytrading cryptosignal epic epic qatar uae dubai kuwait,NEGATIVE,0.9911960363388062,0
work mysterious important komodo weve built multicoin crypto wallet interoperable blockchain infrastructure foundation future defi kmd severance,NEGATIVE,0.9639419913291931,0
bananausdt entry target target target target target bitcoin crypto btc eth altcoin trading signal copytrading cryptosignal banana banana qatar uae dubai kuwait,NEGATIVE,0.9953528642654419,0
win x usdc alpha spot community time chance grab rewards like rt comment march threads follow draw monday pm cet lets go crypto btc,POSITIVE,0.5246150493621826,1
xrpusdt short entry target target target target bitcoin crypto btc eth altcoin trading signal copytrading cryptosignal xrp xrp qatar uae dubai kuwait,NEGATIVE,0.9927743673324585,0
hope good friday meko hoping everyone great weekend meko trextrextrextrextrextrextrextrextrex tele tmemeetmeko ca ecarlywvbmvrzstrtyozwqcaxuvdcetxytpump memecoin crypto,POSITIVE,0.5652779936790466,1
stellar one blockchains successfully connected crypto traditional banking moneygram cash payouts powering cbdc research real utility speculation xlm xlm,POSITIVE,0.9782789349555969,1
tnsr crypto pinetwork eth altcoin trading signal xau investing gold copytrading join free telegram community,NEGATIVE,0.9909131526947021,0
new bsc token alert sin contract xfafddceacffb fast trading price personal queries bsc crypto sin,NEGATIVE,0.9985646605491638,0
major speculation ahead trumps speech rumors circulating might propose removing capital gains tax bitcoin happens could one bullish policy shifts crypto us history market watching closely bitcoin crypto,NEGATIVE,0.9924613833427429,0
kenarda beklemesinde fayda var crypto riot ustc corz lunc cifr bitcoin etha luna ibit web mara xrp tsla clsk,NEGATIVE,0.9933952689170837,0
respecting dead human quality apparently missing supah powah crypto trump jhope tolakruutni usaid bigbrothernlbe benchbodyreadysb pakistancricket kanpurriot putin ukrainerussiawar,NEGATIVE,0.9918549060821533,0
xrp could become key us reserve asset dont miss opportunity crypto rlusd sec eth sui crypto avax xrpholders trx,NEGATIVE,0.9774748682975769,0
get ready one hell crypto rollercoaster rezor rezorcoaster bnb,NEGATIVE,0.9988077878952026,0
biggest crypto secret xdc xrp working together replacing ethereum bitcoin xrp liquidity bridge international banks institutions xdc global trade finance tokenization realworld assets building new financial system together paying attention ripple xdcnetwork iso,NEGATIVE,0.7879102230072021,0
kazanmanın matematiği bitcoin btc crypto binance nft lunc coin pi luna pepe xrp eth sol ustc pepe mara,NEGATIVE,0.98987877368927,0
hype alert badboy sol live gizhjsevshswwgnqztepmefpptsxwbnepump memecoin launch crypto sol,NEGATIVE,0.9963715076446533,0
calm storm crypto,POSITIVE,0.9841461777687073,1
gm waiting bull season günaydın mutlu hafta sonları dostlar bitcoin eth crypto,NEGATIVE,0.9945066571235657,0
eigen crypto pinetwork eth altcoin trading signal xau investing gold copytrading join free telegram community,NEGATIVE,0.9864485859870911,0
solana sol pressure failing sustain recent rally trading lower following bitcoin ethereums recent patterns despite briefly surging earlier week sol dropped past hours solana crypto trump,NEGATIVE,0.9997175335884094,0
crypto going make chart comment,NEGATIVE,0.9632028937339783,0
gigi hadids walk worth million bitcoin hodl worth well still waiting find crypto binancebtc cryptomeme bitgeteth lfg bitget okx btc coinbase,NEGATIVE,0.9944401979446411,0
रध कषण क रस लल ह परम क दषटत बहत ह सनदर दय ह रध रध crypto trump,NEGATIVE,0.9534868001937866,0
follow tolakruutni sarachanedeyiz jhope benchbodyofwork severance benchbodyreadysb crypto pakistancricket,NEGATIVE,0.9859517812728882,0
coti looking strong double support level team active nice buy retweet agree follow updates coti crypto btc altcoins,POSITIVE,0.9807969331741333,1
hello friends good afternoon tolakruutni jhope benchbodyofwork severance bigbrothernlbe crypto chuangasias pakistancricket,NEGATIVE,0.8787589073181152,0
market reacts positively xrp gaining momentum get involved today binance rlusd sec eth sui crypto avax xrpholders trx,POSITIVE,0.9389431476593018,1
asked kiss lips would u funflirtlive crypto,NEGATIVE,0.9896364808082581,0
donald trump never sell bitcoin visiones usarevolution en bitcoin crypto bitcoin cryptoeconomy cryptocurrency blockchain cia president musk war department war judge boasberg bernie social security morena dragrace,NEGATIVE,0.9922488927841187,0
op crypto pinetwork eth altcoin trading signal xau investing gold copytrading join free telegram community,NEGATIVE,0.9876145124435425,0
bitowex fraudulent exchange stealing investors youre unable access funds contact recovery assistance annexaprime crypto cryptoscam scam scamalert cryptolawyer scaminvestment destinyclinicwilliamest fxmcdex,NEGATIVE,0.9993568062782288,0
notorious big become hiphop legend via tolakruutni bigbrothernlbe benchbodyreadysb crypto,NEGATIVE,0.6993762850761414,0
new bsc token alert drb contract xecdcacbdababbcfadea fast trading price personal queries bsc crypto drb,NEGATIVE,0.9969292283058167,0
first ledger got major update new features better performance power ecosystem check drop thoughts lets raid thislike repost spread word firstledger web crypto tmeofficailrsr,NEGATIVE,0.9964897036552429,0
xrp sentiment crowd bearish mp smartmoney bullish ripple check sentiment crypto stats marketprophitcom crypto marketprophit,NEGATIVE,0.9920260310173035,0
top bearish sentiment cryptos crowd boost wif luce check sentiment crypto stats marketprophitcom crypto marketprophit,NEGATIVE,0.9624547958374023,0
top bullish sentiment cryptos crowd glo gm htz top bullish cryptos mp smartmoney xrp btc doge check sentiment crypto stats marketprophitcom crypto marketprophit,NEGATIVE,0.9963634610176086,0
congrats youre top market prophit call avax crypto marketprophit,POSITIVE,0.5430274605751038,1
remember principles foundation thought behavior decisionmaking shape solid systems every field stick sdf blockchain ecosystem skilldefi principles crypto ad,POSITIVE,0.8074610829353333,1
bringing aipowered ar web letting users hunt tokens nfts digital collectibles real world built powered seek presale live crypto ai,NEGATIVE,0.8904245495796204,0
fraud alert cetbit dexini blocking withdrawals trapping funds youre affected dm recovery help bitcilo crypto scam cryptoscam scamalert primebitspot ubitex usdt cryptorecovery nft scam,NEGATIVE,0.9988701939582825,0
btc dominance chart overlaid feds balance sheet magically making rounds crypto x even youtube gurus finally gave fractals altseason calls im glad accept reality however know interpret data copy post try look smart since wrong nonetheless chart become popular time goes glad service altcoins crypto,NEGATIVE,0.8495634198188782,0
slowly surely everything start make sense crypto rezor,NEGATIVE,0.9912051558494568,0
moonlit garden iplr blossom thrives breathing fortune whispers x promise treasure unveiled fragrance weaving dreams beneath stars iplr crypto iplr score,POSITIVE,0.9997536540031433,1
defai transforming defi aidriven automation insights userfriendly abstraction layers autonomous trading agents powered quality data join future finance defaichaincom sale defai defi ai crypto,NEGATIVE,0.9887776970863342,0
gn honkers zz tomorrow mission flip bonk continues bitcoin solana crypto honk,NEGATIVE,0.984779417514801,0
crypto memecoin coming soon,NEGATIVE,0.9604127407073975,0
ive published new altcoin newsletter share charts analysis altcoins altcoins popcat aero etc sol hnt hype tia render share altcoin newsletter like every friday sign read btc crypto bitcoin,NEGATIVE,0.9957461953163147,0
welcome flow finance meets creativity inspired oscarwinning flow animation project blends smooth digital transactions playful artistic vibe join us let magic flow flowcat crypto web memecoin defi,POSITIVE,0.9995704293251038,1
xrp isnt cryptocurrency future payments rlusd sec eth sui crypto avax xrpholders trx,NEGATIVE,0.9896395206451416,0
sats crypto pinetwork eth altcoin trading signal xau investing gold copytrading join free telegram community,NEGATIVE,0.9896920323371887,0
bitowex fraudulent exchange stealing investors youre unable access funds contact recovery assistance annexaprime crypto cryptoscam scam scamalert cryptolawyer scaminvestment destinyclinicwilliamest fxmcdex,NEGATIVE,0.9993568062782288,0
زيهير crypto tolakruutni jhope benchbodyofwork,NEGATIVE,0.9788033366203308,0
breakingjimmy vallee founder valhil capital seeking billion restitution xrp holders sec ripple crypto,NEGATIVE,0.9867116212844849,0
vayl launches raydium march utc communitydriven rewarding dont miss outbe early join vayl crypto memecoin raydium solana,POSITIVE,0.9937659502029419,1
urgent swiftcryptox babiltoken cryptolexs cryptonux piljy nildex bitarp cryptocok fraudulent platforms youre facing blocked withdrawals contact help recovery scam cryptoscam scamalert crypto cryptoscam cryptorecovery macord,NEGATIVE,0.9984729886054993,0
cash cowsalready minted shit load solana launching pumpswap cute pools fees solexa leading game im building people profitsjoin vibe solexa crypto solana,NEGATIVE,0.9941243529319763,0
idk happening bro severance crypto pakistancricket,NEGATIVE,0.9879748821258545,0
ssj cookie fusion lunc sol taking new heights get sol get lunc crypto meme memeking solana lunaclassic,NEGATIVE,0.9892439842224121,0
top bullrun last hour bybit lgx zeta tap fame alt usdt lgx zeta tap fame alt crypto cryptonews altcoins bitcoin,NEGATIVE,0.9939332604408264,0
xrp isnt cryptocurrency future payments binance rlusd sec eth sui crypto avax xrpholders trx,NEGATIVE,0.9906668066978455,0
warning cetbit dexini blocking withdrawals trapping users funds youre struggling access money contact recovery assistance bitcilo crypto scam cryptoscam scamalert primebitspot ubitex usdt cryptorecovery nft macord,NEGATIVE,0.9991453886032104,0
scam alert koindeua stealing funds blocking withdrawals taking crypto lost ethereum usdt contact recovery assistance teedex feegom kresbit crypto cryptoscam cryptorecovery cryptorecover bitgity blofin dexozer macord,NEGATIVE,0.9989056587219238,0
lucky alaska part usa lucky new president trump shut pipelines made possible trump crypto tesla taxes taxseason jfkfilesrelease marchmadness ukraine doge bitcoin jfkfiles,NEGATIVE,0.9918349981307983,0
case missed new youtube video live bitcoin crash bear trap check enjoy subscribe btc crypto bitcoin,NEGATIVE,0.9982749223709106,0
bitcoin drop k sure im dropping better price point soon kyp btc crypto,NEGATIVE,0.9953927993774414,0
giveaway ama crypto bnb,NEGATIVE,0.9709334969520569,0
zeta crypto pinetwork eth altcoin trading signal xau investing gold copytrading join free telegram community,NEGATIVE,0.9754152297973633,0
become theta network beta tester theta token updates depin crypto,NEGATIVE,0.9928989410400391,0
crypto giveaway im giving away ltc follower following enter follow retweet subscribe like crypto giveawayalerts giveaway cryptogiveaway,NEGATIVE,0.9957249164581299,0
maga maga severance crypto,NEGATIVE,0.9820461869239807,0
babybonk keep building binance smart chain bsc crypto bullnbear memecoins,POSITIVE,0.9707170724868774,1
coinstore daily trading pulse top gainers coinstore drb todays headlines sec confirms pow crypto mining exempt securities law usa become bitcoin superpower president donald trump appears video crypto event bnb chain embraces pascal hardfork advances smart contract functionality,NEGATIVE,0.8607557415962219,0
lets goo wild binance crypto memecoin jhope,NEGATIVE,0.9963326454162598,0
ada running profitso far expecting ada adausdt crypto,NEGATIVE,0.9945993423461914,0
pinetwork pi domains auction update k bids placed k unique bidders participating k domains active bids pi active bids highest bid pi pi pidomains crypto bitcoin pioneers picoin pifest piday,NEGATIVE,0.995680570602417,0
तरफ करन वल तमहर सथत दखत ह और परवह करन वल तमहर परसथत दखत ह good morning friends tolakruutni bigbrothernlbe crypto,NEGATIVE,0.952370822429657,0
scam alert koindeua stealing funds blocking withdrawals taking crypto lost ethereum usdt contact recovery assistance teedex feegom kresbit crypto cryptoscam cryptorecovery cryptorecover bitgity macord macord,NEGATIVE,0.9989049434661865,0
global finance shifting xrp center join movement binance rlusd sec eth sui crypto avax xrpholders trx,NEGATIVE,0.9715971946716309,0
curious gaypay ive shilling reason new video breaks whats driving hype explain youre still early buy youre still early sending mc june pridemonth crypto solana trenches dugg mag pvs yzy,NEGATIVE,0.9838144183158875,0
need dyor hoard token earn fof holding holding fof earns floki low cap xgem doxxed dev shown transparency trust constantly working improve fof hoard ecosystem memecoinx crypto nfts cryptonews bnb binance,NEGATIVE,0.9840500950813293,0
biggest lesson crypto never underestimate power patience xrp surprise,POSITIVE,0.8647012710571289,1
stay strong hold like fartgranny long haul fartgranny cryptoresilience ca cezpffesycutkepbtccmmgrsjgkrmsgmoon fartgranny memecoin fartfamily crypto,NEGATIVE,0.9927976727485657,0
alert stay away scams like pamioerut lvlbit lobitcoin fewux cryptonux cryptolexs naccoin protect investments need help recovering funds message cryptoscam cryptoinvestments crypto scam cryptorecovery cryptonews,NEGATIVE,0.995435893535614,0
scam alert koindeua stealing funds blocking withdrawals taking crypto lost ethereum usdt contact recovery assistance teedex feegom kresbit crypto cryptoscam cryptorecovery cryptorecover bitgity blofin dexozer macord,NEGATIVE,0.9989056587219238,0
noot almost back ath suggest get train youll fade generational wealth next big thing next meta dont fade abstractchain dont fade noot see mil crypto memecoins nootnoot cryptocurrency,NEGATIVE,0.9969643950462341,0
built account k usd days crypto pinetwork eth altcoin trading signal xau investing gold copytrading join free telegram community,NEGATIVE,0.993077278137207,0
introducing sec pinnacle pass ultimate privilege nft x yet rewardsour highest multiplier ever day power triple ad earnings month earlybird bonus get april maximize earnings like never sec nfts crypto,POSITIVE,0.9685840606689453,1
pick one b bitcoin trump elonmusk bitcoin crypto solana xrp,NEGATIVE,0.9873067140579224,0
new bsc token alert dufu contract xacecdadecedbefae fast trading price personal queries bsc crypto dufu,NEGATIVE,0.9972525238990784,0
goals dont care excusescut noise grind toward matters crypto finance trump btc investing,NEGATIVE,0.9858987331390381,0
xrp grabs join revolution brad garlinghouse ripple ripple rlusd sec eth sui crypto avax xrpholders trx,NEGATIVE,0.9753368496894836,0
urgent swiftcryptox babiltoken cryptolexs cryptonux piljy nildex bitarp cryptocok fraudulent platforms youre facing blocked withdrawals contact help recovery scam cryptoscam scamalert crypto cryptoscam scam cryptorecovery,NEGATIVE,0.9986246824264526,0
dei moneathu china daw crypto aj animejapan animejapan,NEGATIVE,0.9936509728431702,0
march bitcoin crypto market condition bitcoin bitcoink btc btcusd btck trump cryptomarket cryptonews crypto cryptocrash,NEGATIVE,0.9972277283668518,0
cryptoacademy available modern domain perfect crypto education blockchain courses training platforms catchy unique ideal global audiences start crypto journey name stands,POSITIVE,0.9982788562774658,1
crypto folks dont realize something extremely terrible happen major global bitcoin adoption means usd would lose global reserve position would mean major recession would mean bitcoin would loose lot value,NEGATIVE,0.9968217611312866,0
new market pairs gateio coin ooe pairs ooetry newcoinlisting crypto cryptonews cryptoalerts altcoins bitcoin blockchain cryptocurrency cryptotrading,NEGATIVE,0.99348384141922,0
many rug pulls take learn check dev wallet asking friend cryptolessons crypto trading solana memecoins check meditradexs video tiktok,NEGATIVE,0.9915687441825867,0
big breaking national commercial bank saudi arabia joins ripplenet xrp branches across country second largest bank middle east total assets million costomers crypto cryptonews,POSITIVE,0.971827507019043,1
every single picoin mean salvation future youre thinking think family dont sell accumulate pinetwork pi crypto binance,NEGATIVE,0.9770625829696655,0
time get back taco tuesday pm est crypto floor market talk chart technical analysis crypto news tt tokens come shill livestream,NEGATIVE,0.9928576946258545,0
scam alert cetbit dexini blocking withdrawals trapping users funds youre unable access money contact recovery assistance bitcilo crypto scam cryptoscam scamalert primebitspot ubitex usdt cryptorecovery nft scam,NEGATIVE,0.9994696974754333,0
iftarını gözyaşıyla açan gazzeliler sahura gözünü yine katliamla açtı allah senin belanı versin netanyahu gaza palestine palestinegenocide sahurkatliamı israel ölmüş hükümetistifa hoşt lgbt odtuedireniyor tolakruutni sarachanedeyiz jhope severance crypto ibb,NEGATIVE,0.9603078365325928,0
something fun every day doesnt feel like chore live place great energy nice weather exercise keep body healthy eat tasty good food crypto pinetwork eth altcoin join free telegram community,POSITIVE,0.9989909529685974,1
alert stay away scams like pamioerut lvlbit lobitcoin fewux cryptonux cryptolexs naccoin protect investments need help recovering funds message cryptoscam cryptoinvestments crypto scam cryptorecovery cryptonews,NEGATIVE,0.995435893535614,0
new market pairs gateio coin dbr pairs dbrtry newcoinlisting crypto cryptonews cryptoalerts altcoins bitcoin blockchain cryptocurrency cryptotrading,NEGATIVE,0.9968808889389038,0
volume high price rising step step accumulation time exchanges whales buying secretly pi pinetwork crypto,NEGATIVE,0.9669103622436523,0
ascendex 很高興宣布 tdccpusdt 現已上線 tdccp 交易已正式開啟快來交易吧 立即交易 ascendex ascend trading lead memes 頂峰 ascendex crypto tdccp memecoin,NEGATIVE,0.9728411436080933,0
scam alert cetbit dexini blocking withdrawals trapping users funds youre unable access money contact recovery assistance bitcilo crypto scam cryptoscam scamalert primebitspot ubitex usdt cryptorecovery nft scam,NEGATIVE,0.9994696974754333,0
wisconsin wisconsinvolleyball truth tolakruutni americafirst trendingnow benchbodyofwork crypto jhope pass,NEGATIVE,0.9913718700408936,0
attention investors bitzep bitrc zinodex nextgap bitlid altacrypto freezing withdrawals holding funds hostage need help recovering assets dm crypto scam cryptoscam scamalert,NEGATIVE,0.9951227307319641,0
bitcoin going test k sure maybe stay k years lol cant sweeping skeletons rug crypto rapists child molesters predators,NEGATIVE,0.997670590877533,0
new market pairs gateio coin l pairs ltry newcoinlisting crypto cryptonews cryptoalerts altcoins bitcoin blockchain cryptocurrency cryptotrading,NEGATIVE,0.995267391204834,0
looking projects join new biweekly weekly ama inviting communities space grilled shilled us comment get involved crypto bitcoin cryptocurrency blockchain ethereum btc trading cryptonews nft investing pol morse agix ach burger lina,NEGATIVE,0.9126574397087097,0
xrp isnt cryptocurrency future payments rlusd sec eth sui crypto avax xrpholders trx,NEGATIVE,0.9896395206451416,0
new bsc token alert zhoushuren contract xcddbfededccfcebbca fast trading price personal queries bsc crypto zhoushuren,NEGATIVE,0.9931065440177917,0
سكليف معتمدة من منصة صحة تقبل لجميع الموظفين و الموظفات في جميع القطاعاتحكوميةخاصةعسكرية تقبل لجميع طلاب وطالبات وطاقم تدريس المدارس والجامعات wame jhope severance crypto pakistancricket,NEGATIVE,0.7516423463821411,0
new market pairs gateio coin mubi pairs mubitry newcoinlisting crypto cryptonews cryptoalerts altcoins bitcoin blockchain cryptocurrency cryptotrading,NEGATIVE,0.9967940449714661,0
x metadraw balance giveaway follow like retweet tag friends days giveaway cryptogiveaway crypto cs csgogiveaway ltcgiveaway,NEGATIVE,0.9927696585655212,0
recover stolen wallet funds contact us reclaim lost scammed funds wallet address provide expert recovery services crypto altcoins pepe doge zack inj bnb dot sol pi ath floki trx param dog shib ada notcoin btc,NEGATIVE,0.9961808919906616,0
urgent swiftcryptox babiltoken cryptolexs cryptonux piljy nildex bitarp cryptocok fraudulent platforms youre facing blocked withdrawals contact help recovery scam cryptoscam scamalert crypto cryptoscam scam cryptorecovery,NEGATIVE,0.9986246824264526,0
new market pairs gateio coin ncn pairs ncntry newcoinlisting crypto cryptonews cryptoalerts altcoins bitcoin blockchain cryptocurrency cryptotrading,NEGATIVE,0.9959495067596436,0
recover stolen wallet funds contact us reclaim lost scammed funds wallet address provide expert recovery services crypto altcoins pepe doge zack inj bnb dot sol pi ath floki trx param dog shib ada notcoin btc,NEGATIVE,0.9961808919906616,0
join us mar nd pm pst saturday megaspace talk new metaverse update movies nfts crypto part fun set reminders,POSITIVE,0.9411180019378662,1
crypto gon na pump next mubarak bnx coco cake broccoli bmt tst shell,NEGATIVE,0.996221661567688,0
space pdai im selling pulsechain pls crypto,NEGATIVE,0.9977680444717407,0
chatgpt thinks xrp going moon xrp xrparmy crypto chatgpt,NEGATIVE,0.9960558414459229,0
new market pairs gateio coin dop pairs doptry newcoinlisting crypto cryptonews cryptoalerts altcoins bitcoin blockchain cryptocurrency cryptotrading,NEGATIVE,0.9966179728507996,0
flash crypto news internet computer revenue hits alltime highs,POSITIVE,0.9615179896354675,1
alert stay away scams like pamioerut lvlbit lobitcoin fewux cryptonux cryptolexs naccoin protect investments need help recovering funds message cryptoscam cryptoinvestments crypto scam cryptorecovery cryptonews,NEGATIVE,0.995435893535614,0
new market pairs gateio coin bmt pairs bmttry newcoinlisting crypto cryptonews cryptoalerts altcoins bitcoin blockchain cryptocurrency cryptotrading,NEGATIVE,0.9961504936218262,0
crypto,POSITIVE,0.5750557780265808,1
risk big gains legacy still alives senna crypto solana socialimpact blockchain senna f,POSITIVE,0.9778393507003784,1
enjoy responsibly get drinks pay pi future transactions pinetwork pipayments crypto,POSITIVE,0.8120386600494385,1
mark calendars flyxpay presale days away secure flyxcoins best possible price cryptocurrency cryptoart cryptotrading cryptonews crypto bitcoins crypto btc cryptoinvestment bestaltcoin cryptonews blockchain cryptotrading flyx flyxcoin flyxpay flyxcoin airdrop freecrypto cryptogiveaway,NEGATIVE,0.9724553823471069,0
